suite_id,sample_id,code,value,character
5,9,10,9,九
50,1,10,9,九
50,10,10,9,九
50,2,10,9,九
50,3,10,9,九
50,4,10,9,九
50,5,10,9,九
50,6,10,9,九
50,7,10,9,九
50,8,10,9,九
50,9,10,9,九
51,1,10,9,九
51,10,10,9,九
51,2,10,9,九
51,3,10,9,九
51,4,10,9,九
51,5,10,9,九
51,6,10,9,九
51,7,10,9,九
51,8,10,9,九
51,9,10,9,九
52,1,10,9,九
52,10,10,9,九
52,2,10,9,九
52,3,10,9,九
52,4,10,9,九
52,5,10,9,九
52,6,10,9,九
52,7,10,9,九
52,8,10,9,九
52,9,10,9,九
53,1,10,9,九
53,10,10,9,九
53,2,10,9,九
53,3,10,9,九
53,4,10,9,九
53,5,10,9,九
53,6,10,9,九
53,7,10,9,九
53,8,10,9,九
53,9,10,9,九
54,1,10,9,九
54,10,10,9,九
54,2,10,9,九
54,3,10,9,九
54,4,10,9,九
54,5,10,9,九
54,6,10,9,九
54,7,10,9,九
54,8,10,9,九
54,9,10,9,九
55,1,10,9,九
55,10,10,9,九
55,2,10,9,九
55,3,10,9,九
55,4,10,9,九
55,5,10,9,九
55,6,10,9,九
55,7,10,9,九
55,8,10,9,九
55,9,10,9,九
56,1,10,9,九
56,10,10,9,九
56,2,10,9,九
56,3,10,9,九
56,4,10,9,九
56,5,10,9,九
56,6,10,9,九
56,7,10,9,九
56,8,10,9,九
56,9,10,9,九
57,1,10,9,九
57,10,10,9,九
57,2,10,9,九
57,3,10,9,九
57,4,10,9,九
57,5,10,9,九
57,6,10,9,九
57,7,10,9,九
57,8,10,9,九
57,9,10,9,九
58,1,10,9,九
58,10,10,9,九
58,2,10,9,九
58,3,10,9,九
58,4,10,9,九
58,5,10,9,九
58,6,10,9,九
58,7,10,9,九
58,8,10,9,九
58,9,10,9,九
59,1,10,9,九
59,10,10,9,九
59,2,10,9,九
59,3,10,9,九
59,4,10,9,九
59,5,10,9,九
59,6,10,9,九
59,7,10,9,九
59,8,10,9,九
59,9,10,9,九
6,1,10,9,九
6,10,10,9,九
6,2,10,9,九
6,3,10,9,九
6,4,10,9,九
6,5,10,9,九
6,6,10,9,九
6,7,10,9,九
6,8,10,9,九
6,9,10,9,九
60,1,10,9,九
60,10,10,9,九
60,2,10,9,九
60,3,10,9,九
60,4,10,9,九
60,5,10,9,九
60,6,10,9,九
60,7,10,9,九
60,8,10,9,九
60,9,10,9,九
61,1,10,9,九
61,10,10,9,九
61,2,10,9,九
61,3,10,9,九
61,4,10,9,九
61,5,10,9,九
61,6,10,9,九
61,7,10,9,九
61,8,10,9,九
61,9,10,9,九
62,1,10,9,九
62,10,10,9,九
62,2,10,9,九
62,3,10,9,九
62,4,10,9,九
62,5,10,9,九
62,6,10,9,九
62,7,10,9,九
62,8,10,9,九
62,9,10,9,九
63,1,10,9,九
63,10,10,9,九
63,2,10,9,九
63,3,10,9,九
63,4,10,9,九
63,5,10,9,九
63,6,10,9,九
63,7,10,9,九
63,8,10,9,九
63,9,10,9,九
64,1,10,9,九
64,10,10,9,九
64,2,10,9,九
64,3,10,9,九
64,4,10,9,九
64,5,10,9,九
64,6,10,9,九
64,7,10,9,九
64,8,10,9,九
64,9,10,9,九
65,1,10,9,九
65,10,10,9,九
65,2,10,9,九
65,3,10,9,九
65,4,10,9,九
65,5,10,9,九
65,6,10,9,九
65,7,10,9,九
65,8,10,9,九
65,9,10,9,九
66,1,10,9,九
66,10,10,9,九
66,2,10,9,九
66,3,10,9,九
66,4,10,9,九
66,5,10,9,九
66,6,10,9,九
66,7,10,9,九
66,8,10,9,九
66,9,10,9,九
67,1,10,9,九
67,10,10,9,九
67,2,10,9,九
67,3,10,9,九
67,4,10,9,九
67,5,10,9,九
67,6,10,9,九
67,7,10,9,九
67,8,10,9,九
67,9,10,9,九
68,1,10,9,九
68,10,10,9,九
68,2,10,9,九
68,3,10,9,九
68,4,10,9,九
68,5,10,9,九
68,6,10,9,九
68,7,10,9,九
68,8,10,9,九
68,9,10,9,九
69,1,10,9,九
69,10,10,9,九
69,2,10,9,九
69,3,10,9,九
69,4,10,9,九
69,5,10,9,九
69,6,10,9,九
69,7,10,9,九
69,8,10,9,九
69,9,10,9,九
7,1,10,9,九
7,10,10,9,九
7,2,10,9,九
7,3,10,9,九
7,4,10,9,九
7,5,10,9,九
7,6,10,9,九
7,7,10,9,九
7,8,10,9,九
7,9,10,9,九
70,1,10,9,九
70,10,10,9,九
70,2,10,9,九
70,3,10,9,九
70,4,10,9,九
70,5,10,9,九
70,6,10,9,九
70,7,10,9,九
70,8,10,9,九
70,9,10,9,九
71,1,10,9,九
71,10,10,9,九
71,2,10,9,九
71,3,10,9,九
71,4,10,9,九
71,5,10,9,九
71,6,10,9,九
71,7,10,9,九
71,8,10,9,九
71,9,10,9,九
72,1,10,9,九
72,10,10,9,九
72,2,10,9,九
72,3,10,9,九
72,4,10,9,九
72,5,10,9,九
72,6,10,9,九
72,7,10,9,九
72,8,10,9,九
72,9,10,9,九
73,1,10,9,九
73,10,10,9,九
73,2,10,9,九
73,3,10,9,九
73,4,10,9,九
73,5,10,9,九
73,6,10,9,九
73,7,10,9,九
73,8,10,9,九
73,9,10,9,九
74,1,10,9,九
74,10,10,9,九
74,2,10,9,九
74,3,10,9,九
74,4,10,9,九
74,5,10,9,九
74,6,10,9,九
74,7,10,9,九
74,8,10,9,九
74,9,10,9,九
75,1,10,9,九
75,10,10,9,九
75,2,10,9,九
75,3,10,9,九
75,4,10,9,九
75,5,10,9,九
75,6,10,9,九
75,7,10,9,九
75,8,10,9,九
75,9,10,9,九
76,1,10,9,九
76,10,10,9,九
76,2,10,9,九
76,3,10,9,九
76,4,10,9,九
76,5,10,9,九
76,6,10,9,九
76,7,10,9,九
76,8,10,9,九
76,9,10,9,九
77,1,10,9,九
77,10,10,9,九
77,2,10,9,九
77,3,10,9,九
77,4,10,9,九
77,5,10,9,九
77,6,10,9,九
77,7,10,9,九
77,8,10,9,九
77,9,10,9,九
78,1,10,9,九
78,10,10,9,九
78,2,10,9,九
78,3,10,9,九
78,4,10,9,九
78,5,10,9,九
78,6,10,9,九
78,7,10,9,九
78,8,10,9,九
78,9,10,9,九
79,1,10,9,九
79,10,10,9,九
79,2,10,9,九
79,3,10,9,九
79,4,10,9,九
79,5,10,9,九
79,6,10,9,九
79,7,10,9,九
79,8,10,9,九
79,9,10,9,九
8,1,10,9,九
8,10,10,9,九
8,2,10,9,九
8,3,10,9,九
8,4,10,9,九
8,5,10,9,九
8,6,10,9,九
8,7,10,9,九
8,8,10,9,九
8,9,10,9,九
80,1,10,9,九
80,10,10,9,九
80,2,10,9,九
80,3,10,9,九
80,4,10,9,九
80,5,10,9,九
80,6,10,9,九
80,7,10,9,九
80,8,10,9,九
80,9,10,9,九
81,1,10,9,九
81,10,10,9,九
81,2,10,9,九
81,3,10,9,九
81,4,10,9,九
81,5,10,9,九
81,6,10,9,九
81,7,10,9,九
81,8,10,9,九
81,9,10,9,九
82,1,10,9,九
82,10,10,9,九
82,2,10,9,九
82,3,10,9,九
82,4,10,9,九
82,5,10,9,九
82,6,10,9,九
82,7,10,9,九
82,8,10,9,九
82,9,10,9,九
83,1,10,9,九
83,10,10,9,九
83,2,10,9,九
83,3,10,9,九
83,4,10,9,九
83,5,10,9,九
83,6,10,9,九
83,7,10,9,九
83,8,10,9,九
83,9,10,9,九
84,1,10,9,九
84,10,10,9,九
84,2,10,9,九
84,3,10,9,九
84,4,10,9,九
84,5,10,9,九
84,6,10,9,九
84,7,10,9,九
84,8,10,9,九
84,9,10,9,九
85,1,10,9,九
85,10,10,9,九
85,2,10,9,九
85,3,10,9,九
85,4,10,9,九
85,5,10,9,九
85,6,10,9,九
85,7,10,9,九
85,8,10,9,九
85,9,10,9,九
86,1,10,9,九
86,10,10,9,九
86,2,10,9,九
86,3,10,9,九
86,4,10,9,九
86,5,10,9,九
86,6,10,9,九
86,7,10,9,九
86,8,10,9,九
86,9,10,9,九
87,1,10,9,九
87,10,10,9,九
87,2,10,9,九
87,3,10,9,九
87,4,10,9,九
87,5,10,9,九
87,6,10,9,九
87,7,10,9,九
87,8,10,9,九
87,9,10,9,九
88,1,10,9,九
88,10,10,9,九
88,2,10,9,九
88,3,10,9,九
88,4,10,9,九
88,5,10,9,九
88,6,10,9,九
88,7,10,9,九
88,8,10,9,九
88,9,10,9,九
89,1,10,9,九
89,10,10,9,九
89,2,10,9,九
89,3,10,9,九
89,4,10,9,九
89,5,10,9,九
89,6,10,9,九
89,7,10,9,九
89,8,10,9,九
89,9,10,9,九
9,1,10,9,九
9,10,10,9,九
9,2,10,9,九
9,3,10,9,九
9,4,10,9,九
9,5,10,9,九
9,6,10,9,九
9,7,10,9,九
9,8,10,9,九
9,9,10,9,九
90,1,10,9,九
90,10,10,9,九
90,2,10,9,九
90,3,10,9,九
90,4,10,9,九
90,5,10,9,九
90,6,10,9,九
90,7,10,9,九
90,8,10,9,九
90,9,10,9,九
91,1,10,9,九
91,10,10,9,九
91,2,10,9,九
91,3,10,9,九
91,4,10,9,九
91,5,10,9,九
91,6,10,9,九
91,7,10,9,九
91,8,10,9,九
91,9,10,9,九
92,1,10,9,九
92,10,10,9,九
92,2,10,9,九
92,3,10,9,九
92,4,10,9,九
92,5,10,9,九
92,6,10,9,九
92,7,10,9,九
92,8,10,9,九
92,9,10,9,九
93,1,10,9,九
93,10,10,9,九
93,2,10,9,九
93,3,10,9,九
93,4,10,9,九
93,5,10,9,九
93,6,10,9,九
93,7,10,9,九
93,8,10,9,九
93,9,10,9,九
94,1,10,9,九
94,10,10,9,九
94,2,10,9,九
94,3,10,9,九
94,4,10,9,九
94,5,10,9,九
94,6,10,9,九
94,7,10,9,九
94,8,10,9,九
94,9,10,9,九
95,1,10,9,九
95,10,10,9,九
95,2,10,9,九
95,3,10,9,九
95,4,10,9,九
95,5,10,9,九
95,6,10,9,九
95,7,10,9,九
95,8,10,9,九
95,9,10,9,九
96,1,10,9,九
96,10,10,9,九
96,2,10,9,九
96,3,10,9,九
96,4,10,9,九
96,5,10,9,九
96,6,10,9,九
96,7,10,9,九
96,8,10,9,九
96,9,10,9,九
97,1,10,9,九
97,10,10,9,九
97,2,10,9,九
97,3,10,9,九
97,4,10,9,九
97,5,10,9,九
97,6,10,9,九
97,7,10,9,九
97,8,10,9,九
97,9,10,9,九
98,1,10,9,九
98,10,10,9,九
98,2,10,9,九
98,3,10,9,九
98,4,10,9,九
98,5,10,9,九
98,6,10,9,九
98,7,10,9,九
98,8,10,9,九
98,9,10,9,九
99,1,10,9,九
99,10,10,9,九
99,2,10,9,九
99,3,10,9,九
99,4,10,9,九
99,5,10,9,九
99,6,10,9,九
99,7,10,9,九
99,8,10,9,九
99,9,10,9,九
1,1,11,10,十
1,10,11,10,十
1,2,11,10,十
1,3,11,10,十
1,4,11,10,十
1,5,11,10,十
1,6,11,10,十
1,7,11,10,十
1,8,11,10,十
1,9,11,10,十
10,1,11,10,十
10,10,11,10,十
10,2,11,10,十
10,3,11,10,十
10,4,11,10,十
10,5,11,10,十
10,6,11,10,十
10,7,11,10,十
10,8,11,10,十
10,9,11,10,十
100,1,11,10,十
100,10,11,10,十
100,2,11,10,十
100,3,11,10,十
100,4,11,10,十
100,5,11,10,十
100,6,11,10,十
100,7,11,10,十
100,8,11,10,十
100,9,11,10,十
11,1,11,10,十
11,10,11,10,十
11,2,11,10,十
11,3,11,10,十
11,4,11,10,十
11,5,11,10,十
11,6,11,10,十
11,7,11,10,十
11,8,11,10,十
11,9,11,10,十
12,1,11,10,十
12,10,11,10,十
12,2,11,10,十
12,3,11,10,十
12,4,11,10,十
12,5,11,10,十
12,6,11,10,十
12,7,11,10,十
12,8,11,10,十
12,9,11,10,十
13,1,11,10,十
13,10,11,10,十
13,2,11,10,十
13,3,11,10,十
13,4,11,10,十
13,5,11,10,十
13,6,11,10,十
13,7,11,10,十
13,8,11,10,十
13,9,11,10,十
14,1,11,10,十
14,10,11,10,十
14,2,11,10,十
14,3,11,10,十
14,4,11,10,十
14,5,11,10,十
14,6,11,10,十
14,7,11,10,十
14,8,11,10,十
14,9,11,10,十
15,1,11,10,十
15,10,11,10,十
15,2,11,10,十
15,3,11,10,十
15,4,11,10,十
15,5,11,10,十
15,6,11,10,十
15,7,11,10,十
15,8,11,10,十
15,9,11,10,十
16,1,11,10,十
16,10,11,10,十
16,2,11,10,十
16,3,11,10,十
16,4,11,10,十
16,5,11,10,十
16,6,11,10,十
16,7,11,10,十
16,8,11,10,十
16,9,11,10,十
17,1,11,10,十
17,10,11,10,十
17,2,11,10,十
17,3,11,10,十
17,4,11,10,十
17,5,11,10,十
17,6,11,10,十
17,7,11,10,十
17,8,11,10,十
17,9,11,10,十
18,1,11,10,十
18,10,11,10,十
18,2,11,10,十
18,3,11,10,十
18,4,11,10,十
18,5,11,10,十
18,6,11,10,十
18,7,11,10,十
18,8,11,10,十
18,9,11,10,十
19,1,11,10,十
19,10,11,10,十
19,2,11,10,十
19,3,11,10,十
19,4,11,10,十
19,5,11,10,十
19,6,11,10,十
19,7,11,10,十
19,8,11,10,十
19,9,11,10,十
2,1,11,10,十
2,10,11,10,十
2,2,11,10,十
2,3,11,10,十
2,4,11,10,十
2,5,11,10,十
2,6,11,10,十
2,7,11,10,十
2,8,11,10,十
2,9,11,10,十
20,1,11,10,十
20,10,11,10,十
20,2,11,10,十
20,3,11,10,十
20,4,11,10,十
20,5,11,10,十
20,6,11,10,十
20,7,11,10,十
20,8,11,10,十
20,9,11,10,十
21,1,11,10,十
21,10,11,10,十
21,2,11,10,十
21,3,11,10,十
21,4,11,10,十
21,5,11,10,十
21,6,11,10,十
21,7,11,10,十
21,8,11,10,十
21,9,11,10,十
22,1,11,10,十
22,10,11,10,十
22,2,11,10,十
22,3,11,10,十
22,4,11,10,十
22,5,11,10,十
22,6,11,10,十
22,7,11,10,十
22,8,11,10,十
22,9,11,10,十
23,1,11,10,十
23,10,11,10,十
23,2,11,10,十
23,3,11,10,十
23,4,11,10,十
23,5,11,10,十
23,6,11,10,十
23,7,11,10,十
23,8,11,10,十
23,9,11,10,十
24,1,11,10,十
24,10,11,10,十
24,2,11,10,十
24,3,11,10,十
24,4,11,10,十
24,5,11,10,十
24,6,11,10,十
24,7,11,10,十
24,8,11,10,十
24,9,11,10,十
25,1,11,10,十
25,10,11,10,十
25,2,11,10,十
25,3,11,10,十
25,4,11,10,十
25,5,11,10,十
25,6,11,10,十
25,7,11,10,十
25,8,11,10,十
25,9,11,10,十
26,1,11,10,十
26,10,11,10,十
26,2,11,10,十
26,3,11,10,十
26,4,11,10,十
26,5,11,10,十
26,6,11,10,十
26,7,11,10,十
26,8,11,10,十
26,9,11,10,十
27,1,11,10,十
27,10,11,10,十
27,2,11,10,十
27,3,11,10,十
27,4,11,10,十
27,5,11,10,十
27,6,11,10,十
27,7,11,10,十
27,8,11,10,十
27,9,11,10,十
28,1,11,10,十
28,10,11,10,十
28,2,11,10,十
28,3,11,10,十
28,4,11,10,十
28,5,11,10,十
28,6,11,10,十
28,7,11,10,十
28,8,11,10,十
28,9,11,10,十
29,1,11,10,十
29,10,11,10,十
29,2,11,10,十
29,3,11,10,十
29,4,11,10,十
29,5,11,10,十
29,6,11,10,十
29,7,11,10,十
29,8,11,10,十
29,9,11,10,十
3,1,11,10,十
3,10,11,10,十
3,2,11,10,十
3,3,11,10,十
3,4,11,10,十
3,5,11,10,十
3,6,11,10,十
3,7,11,10,十
3,8,11,10,十
3,9,11,10,十
30,1,11,10,十
30,10,11,10,十
30,2,11,10,十
30,3,11,10,十
30,4,11,10,十
30,5,11,10,十
30,6,11,10,十
30,7,11,10,十
30,8,11,10,十
30,9,11,10,十
31,1,11,10,十
31,10,11,10,十
31,2,11,10,十
31,3,11,10,十
31,4,11,10,十
31,5,11,10,十
31,6,11,10,十
31,7,11,10,十
31,8,11,10,十
31,9,11,10,十
32,1,11,10,十
32,10,11,10,十
32,2,11,10,十
32,3,11,10,十
32,4,11,10,十
32,5,11,10,十
32,6,11,10,十
32,7,11,10,十
32,8,11,10,十
32,9,11,10,十
33,1,11,10,十
33,10,11,10,十
33,2,11,10,十
33,3,11,10,十
33,4,11,10,十
33,5,11,10,十
33,6,11,10,十
33,7,11,10,十
33,8,11,10,十
33,9,11,10,十
34,1,11,10,十
34,10,11,10,十
34,2,11,10,十
34,3,11,10,十
34,4,11,10,十
34,5,11,10,十
34,6,11,10,十
34,7,11,10,十
34,8,11,10,十
34,9,11,10,十
35,1,11,10,十
35,10,11,10,十
35,2,11,10,十
35,3,11,10,十
35,4,11,10,十
35,5,11,10,十
35,6,11,10,十
35,7,11,10,十
35,8,11,10,十
35,9,11,10,十
36,1,11,10,十
36,10,11,10,十
36,2,11,10,十
36,3,11,10,十
36,4,11,10,十
36,5,11,10,十
36,6,11,10,十
36,7,11,10,十
36,8,11,10,十
36,9,11,10,十
37,1,11,10,十
37,10,11,10,十
37,2,11,10,十
37,3,11,10,十
37,4,11,10,十
37,5,11,10,十
37,6,11,10,十
37,7,11,10,十
37,8,11,10,十
37,9,11,10,十
38,1,11,10,十
38,10,11,10,十
38,2,11,10,十
38,3,11,10,十
38,4,11,10,十
38,5,11,10,十
38,6,11,10,十
38,7,11,10,十
38,8,11,10,十
38,9,11,10,十
39,1,11,10,十
39,10,11,10,十
39,2,11,10,十
39,3,11,10,十
39,4,11,10,十
39,5,11,10,十
39,6,11,10,十
39,7,11,10,十
39,8,11,10,十
39,9,11,10,十
4,1,11,10,十
4,10,11,10,十
4,2,11,10,十
4,3,11,10,十
4,4,11,10,十
4,5,11,10,十
4,6,11,10,十
4,7,11,10,十
4,8,11,10,十
4,9,11,10,十
40,1,11,10,十
40,10,11,10,十
40,2,11,10,十
40,3,11,10,十
40,4,11,10,十
40,5,11,10,十
40,6,11,10,十
40,7,11,10,十
40,8,11,10,十
40,9,11,10,十
41,1,11,10,十
41,10,11,10,十
41,2,11,10,十
41,3,11,10,十
41,4,11,10,十
41,5,11,10,十
41,6,11,10,十
41,7,11,10,十
41,8,11,10,十
41,9,11,10,十
42,1,11,10,十
42,10,11,10,十
42,2,11,10,十
42,3,11,10,十
42,4,11,10,十
42,5,11,10,十
42,6,11,10,十
42,7,11,10,十
42,8,11,10,十
42,9,11,10,十
43,1,11,10,十
43,10,11,10,十
43,2,11,10,十
43,3,11,10,十
43,4,11,10,十
43,5,11,10,十
43,6,11,10,十
43,7,11,10,十
43,8,11,10,十
43,9,11,10,十
44,1,11,10,十
44,10,11,10,十
44,2,11,10,十
44,3,11,10,十
44,4,11,10,十
44,5,11,10,十
